LandProvince;SeaZone;x;y
rander;indian_coast15;10996;4536;x
sentispac;guayabitos_coast;2897;4544;x
ornofay;ana_maria_gulf;4100;4546;x
ekab;cozumel_island;3733;4488;x
jalesar;indian_coast60;11666;4544;x
inagua;inagua_coast;4363;4530;x
labcah;holbox_island;3711;4542;x
palitana;indian_coast13;10961;4516;x
van_don;qinzhou_bay;12601;4537;x
baoning;zhanjiang_harbour;12753;4539;x
south_camaguey;ana_maria_gulf;4119;4514;x
suakin;beja_coast;9387;4465;x
balasore;indian_coast60;11651;4535;x
dzilam;dzilam_coast;3649;4539;x
ramu;mayu_river_estuary;11885;4516;x
shicheng;tieshan_harbour;12692;4539;x
cayaguayo;sabinal_key;4199;4536;x
suixi;tieshan_harbour;12686;4528;x
xalisco;guayabitos_coast;2898;4517;x
motul;dzilam_coast;3627;4535;x
wuchuan_huazhou;zhanjiang_harbour;12733;4534;x
tuxpan;tuxpan_coast;3258;4524;x
tho;sisal_coast;3603;4530;x
zhanchuan;zhanjiang_harbour;12720;4519;x
lora;sabinal_key;4216;4530;x
moloka_i;kahului_bay;545;4525;x
hunucma;sisal_coast;3588;4522;x
somnath;indian_coast11;10886;4514;x
bhadrak;indian_coast60;11647;4516;x
bani_cuba;nipe_bay;4245;4508;x
arguin;dakhlet_nouadhibou;6931;4497;x
surat;indian_coast14;11004;4506;x
lahaina;keahole_point;554;4506;x
anbang;ha_long_bay;12579;4509;x
teayotlan;tuxpan_coast;3266;4505;x
haikang;leizhou_bay;12712;4507;x
qingdao;tieshan_harbour;12682;4505;x
maui;keahole_point;570;4491;x
quang_yen;ha_long_bay;12563;4508;x
diu;indian_coast12;10915;4496;x
masirah;gulf_masirah;10348;4477;x
batanes;batanes_archipelago;13242;4486;x
maxcanu;lastre_point;3572;4490;x
barajagua;nipe_bay;4249;4501;x
nam_sach;red_river_delta;12553;4499;x
ratnagiri;indian_coast59;11644;4488;x
sagua;nipe_bay;4266;4499;x
akyab;arakhan_coast;11909;4476;x
daman;indian_coast14;11007;4488;x
guaimaro;guacanayabo_gulf;4159;4495;x
cueiba;guacanayabo_gulf;4172;4494;x
bo_hai_khau;red_river_delta;12545;4484;x
papantla;nauhtlan_coast;3274;4487;x
al_lith;abulat_island;9518;4466;x
xuwen;leizhou_bay;12720;4477;x
xihutla;banderas_bay;2885;4485;x
bayamo;guacanayabo_gulf;4180;4485;x
baracoa;windward_passage;4313;4464;x
cuyuxquihui;nauhtlan_coast;3281;4478;x
zama;ascension_bay;3712;4468;x
bassein;indian_coast16;11000;4435;x
calkini;campeche_bay;3571;4462;x
nouamghar;cape_timiris;6942;4423;x
kohala;hilo_bay;616;4464;x
macaca;guacanayabo_gulf;4162;4463;x
harishpur;indian_coast58;11627;4460;x
nauhtlan;nauhtlan_coast;3291;4465;x
thien_truong;red_river_delta;12536;4467;x
wenchang;tonggu_cape;12745;4440;x
minbya;kyunthaya_island;11931;4455;x
tortuga;tortuga_island;4378;4457;x
qiongshan;leizhou_bay;12716;4462;x
chakan_yucatan;ascension_bay;3705;4444;x
al_sirrayn;abulat_island;9541;4443;x
trang_an;hon_me_island;12523;4452;x
guantanamo;guantanamo_bay;4275;4451;x
tomatlan;chamela_bay;2896;4444;x
quiahuiztlan;nauhtlan_coast;3298;4453;x
lingao;qiongzhou_strait;12681;4458;x
chengmai;qiongzhou_strait;12697;4456;x
hilo;kumukahi_cape;643;4424;x
bayaquitiri;coast_sierra_maestra;4214;4454;x
kaan_peech;campeche_bay;3563;4442;x
guahaba;tortuga_island;4382;4454;x
bohio;cape_macorote;4470;4450;x
puri;indian_coast57;11584;4437;x
talak_burma;kyunthaya_island;11948;4444;x
co_dang;hon_me_island;12515;4449;x
baynoa;windward_passage;4352;4449;x
yilun;dangzhuo_bay;12659;4438;x
kona;kealakio_bay;593;4426;x
magorix;manzanillo_bay;4434;4453;x
marien;tortuga_island;4401;4445;x
cubao;cape_macorote;4487;4444;x
thanh_hoa;hon_me_island;12511;4440;x
ann;kyunthaya_island;11957;4437;x
ciguayo;escocesa_bay;4512;4428;x
cempoala;chachalacas_coast;3306;4431;x
tixmul;ascension_bay;3706;4423;x
ramree;ramree_island;11958;4395;x
khet_theu;hon_me_island;12509;4428;x
babuyan_islands;babuyan_channel;13222;4393;x
zihuatlan;tenacatita_bay;2924;4412;x
al_qunfudhah;south_tihamah_coast;9562;4405;x
changhua;dangzhuo_bay;12642;4424;x
chakan_putum;campeche_bay;3557;4416;x
ganjam;indian_coast57;11562;4419;x
cahay;gulf_gonave;4378;4410;x
cuauhtochco;chachalacas_coast;3309;4419;x
samana;escocesa_bay;4531;4420;x
lehui;gangbei_harbour;12728;4414;x
quynh_lam;hon_me_island;12507;4413;x
bombay;indian_coast16;11003;4409;x
ganen;yingge_cape;12636;4395;x
ka_u;kaalualu_bay;614;4406;x
xamapan;sontecomapan_lagoon;3325;4396;x
brahmapur;indian_coast57;11555;4412;x
boya;bay_samana;4540;4403;x
tixchel;xicalango_point;3532;4387;x
taungup;ramree_island;11971;4397;x
tlacalahuastla;tenacatita_bay;2943;4400;x
wanan_wananjun;gangbei_harbour;12724;4391;x
kalingapattanam;indian_coast56;11538;4385;x
dien_chau;ca_river_estuary;12500;4400;x
chaul;indian_coast17;11007;4387;x
guanabo;gulf_gonave;4368;4396;x
bavaro;mona_passage;4580;4381;x
jaragua;gulf_gonave;4391;4386;x
hali;south_tihamah_coast;9571;4376;x
hoan_chau;ca_river_estuary;12502;4395;x
nghe_ann;ca_river_estuary;12509;4380;x
caxitlan;coahuayana_delta;2964;4387;x
badi;suakin_archipelago;9429;4359;x
puctlan;sontecomapan_lagoon;3332;4390;x
xicallanco;xicalango_point;3511;4382;x
chacchoben;xcalak_point;3689;4361;x
bakhalal;xcalak_point;3680;4386;x
anegada;bay_san_juan;4759;4382;x
tlacotlalpan;sontecomapan_lagoon;3340;4386;x
tozlan;sontecomapan_lagoon;3357;4385;x
thandwe;ramree_island;11981;4372;x
nouakchott;nouakchott_coast;6959;4360;x
yande;yingge_cape;12642;4370;x
coahuayana;coahuayana_delta;2975;4372;x
guacayakima;gravois_point;4324;4351;x
cupilco;mecoacan_lagoon;3457;4370;x
chactemal;xcalak_point;3673;4372;x
malukkit;cape_bojeador;13194;4378;x
lal_lo;iligan_point;13254;4343;x
atzaccan;coatzacoalcos_bay;3381;4365;x
yaguana;gonave_channel;4375;4370;x
lingshui;lingshui_bay;12701;4365;x
oristan;negril_point;4132;4354;x
haniguayagua;gravois_point;4354;4355;x
ayamaco;mona_passage;4631;4367;x
janjira;indian_coast17;11011;4362;x
aguacadiba;montego_bay;4166;4372;x
arasibo;arecibo_port;4661;4373;x
guaynabo;arecibo_port;4682;4372;x
cayacoa;bay_santo_domingo;4519;4367;x
nhat_nam;hon_la_island;12534;4351;x
guaygata;jamaica_channel;4193;4366;x
azua;ocoa_bay;4469;4362;x
hicayagua;bay_santo_domingo;4545;4365;x
tonala_coatzacoalco;coatzacoalcos_bay;3417;4361;x
yuma;mona_passage;4569;4361;x
aparri;babuyan_channel;13230;4365;x
bani;ocoa_bay;4487;4356;x
nohmul;xcalak_point;3668;4365;x
colha;xcalak_point;3682;4356;x
ningyuan_wananjun;lingshui_bay;12675;4356;x
bigan;dile_point;13170;4328;x
maynoa;jamaica_channel;4213;4355;x
cayguani;ocoa_bay;4457;4356;x
guama;isla_caja_muertos;4642;4339;x
yaquimo;jacmel_cape;4408;4355;x
acayucan;coatzacoalcos_bay;3386;4355;x
coatzacoalco;coatzacoalcos_bay;3393;4354;x
gwa;nantha_kyun_island;11991;4334;x
baoruco;cape_beata;4437;4325;x
walichi;anegada_passage;4821;4342;x
al_shuqayq;asir_coast;9592;4336;x
chucutitlan;maruata_coast;3015;4347;x
vizianagaram;indian_coast55;11498;4345;x
guaraca;rincon_bay;4678;4340;x
anaya;long_bay;4158;4335;x
guaynia;rincon_bay;4666;4342;x
raigarh;indian_coast18;11014;4342;x
zacatollan;petacalco_bay;3051;4340;x
yaguabo;port_royal;4187;4334;x
phon_nha;hon_la_island;12538;4333;x
nafka;eritrean_coast;9472;4279;x
dabhol;indian_coast18;11020;4320;x
visakhapatnam;indian_coast54;11482;4323;x
altun_ha;xcalak_point;3676;4330;x
ixtapan;petacalco_bay;3063;4327;x
ayay;st_croix_coast;4744;4324;x
wadadli;goal_point;4880;4317;x
awlil;awlil_coast;6954;4305;x
vrddha_ratnapura;hon_la_island;12552;4307;x
cihuatlan;nuxco_lagoon;3090;4305;x
sabya;farasan_islands;9618;4297;x
mirbat;mirbat_bay;10191;4285;x
xunantunich;turneffe_atoll;3675;4312;x
tuni;indian_coast54;11458;4307;x
kandong;dile_point;13172;4312;x
liamuiga;goal_point;4842;4304;x
pathein;nantha_kyun_island;11989;4297;x
tzoite;turneffe_atoll;3675;4290;x
tagudin;lingayen_gulf;13172;4291;x
sittaung;gulf_martaban;12106;4290;x
pegu;gulf_martaban;12102;4298;x
santo_antao;ponta_do_sol;6548;4287;x
tecpan;acapulco_bay;3124;4288;x
pithapuram;indian_coast53;11438;4285;x
thanlyin;gulf_martaban;12095;4271;x
casiguran;cape_san_ildefonso;13249;4245;x
farasan;farasan_islands;9599;4270;x
dhufar;mirbat_bay;10159;4287;x
donwun;gulf_martaban;12113;4286;x
jazan;farasan_islands;9627;4283;x
rosso;senegal_river_mouth;6941;4262;x
raysut;mirbat_bay;10142;4280;x
yopitzinco;acapulco_bay;3144;4277;x
thaton;gulf_martaban;12115;4275;x
visnupura;perfume_river_estuary;12578;4276;x
agoo;lingayen_gulf;13166;4261;x
boa_vista;baia_da_parda;6654;4245;x
sao_nicolao;ponta_do_lizardo;6581;4271;x
al_khosuf;farasan_islands;9635;4268;x
rajapur;indian_coast20;11035;4232;x
campin;amatique_bay;3666;4255;x
ngaputaw;ngayoke_bay;11980;4252;x
pallakolu;indian_coast52;11415;4250;x
tecoanapa;chantengo_lagoon;3177;4265;x
amarendrapura;perfume_river_estuary;12600;4257;x
khalfut;dharbat_ali_cape;10089;4258;x
martaban;gulf_martaban;12126;4254;x
ometepec;chantengo_lagoon;3198;4256;x
dala;eastern_irrawaddy_delta;12063;4245;x
papayeca;honduras_cape;3775;4233;x
carucairi;flitches_creek_bay;4897;4243;x
mawlamyine;mon_coast;12134;4228;x
harad_asir;farasan_islands;9638;4250;x
bolinao;dasol_bay;13144;4226;x
tehuantepec;tehuantepec_isthmus;3370;4246;x
zanatepec;tehuantepec_isthmus;3388;4241;x
olanchito;honduras_cape;3737;4238;x
massawa;massawa_channel;9482;4227;x
masulipatnam;indian_coast52;11389;4239;x
jicayan;corralero_lagoon;3216;4244;x
paliac;amatique_bay;3650;4237;x
ndar;senegal_river_mouth;6938;4232;x
dien_ban;perfume_river_estuary;12616;4239;x
tututepec;corralero_lagoon;3234;4234;x
al_hirda;kamaran_islands;9639;4229;x
maubin;eastern_irrawaddy_delta;12043;4224;x
binalatongan;lingayen_gulf;13167;4236;x
myaungmya;western_irrawaddy_delta;11999;4223;x
baler;cape_san_ildefonso;13229;4229;x
huamelula;huamelula_coast;3341;4228;x
dahlak;massawa_channel;9511;4221;x
tonala_chiapas;tonala_coast;3448;4202;x
pech;brus_lagoon;3839;4224;x
toquegua;amatique_bay;3665;4225;x
manialtepec;comata_cape;3263;4225;x
pusilha;amatique_bay;3644;4227;x
sico;limon_coast;3807;4226;x
ticamaya;amatique_bay;3705;4223;x
naco;amatique_bay;3687;4222;x
nito;amatique_bay;3652;4222;x
peddapalli;indian_coast51;11362;4223;x
tonameca;comata_cape;3279;4217;x
cuauhtolco;huatulco_bays;3309;4212;x
tawahka;caratasca_lagoon;3869;4207;x
al_luhayyah;kamaran_islands;9635;4209;x
motupalli;indian_coast51;11345;4207;x
simhapura;an_vinh_island;12628;4219;x
tivaouane;senegal_coast;6930;4205;x
ye;mon_coast;12139;4196;x
qishn;qishn_bay;10055;4203;x
goa;indian_coast20;11046;4211;x
indrapura;an_vinh_island;12636;4206;x
chinda;amatique_bay;3677;4216;x
waitu_kubuli;dominica_coast;4894;4197;x
botolan;cape_botolan;13152;4188;x
zula;massawa_channel;9499;4194;x
buri;bay_aqiq;9527;4180;x
madgaon;indian_coast21;11056;4184;x
ahuya_yari;caratasca_lagoon;3879;4194;x
as_salif;yemenite_coast;9641;4181;x
amaravati;an_vinh_island;12649;4185;x
khayrij;mahrah_coast;10005;4179;x
binangonan;dingalan_bay;13225;4177;x
santiago;ponta_grande;6616;4188;x
kandakura;indian_coast51;11338;4189;x
saipan;noos_coast;14318;4182;x
beer_dun;cape_verd;6901;4166;x
huehuetan;tapachollan_coast;3481;4161;x
fogo;ponta_das_bicudas;6575;4167;x
pulilu;dingalan_bay;13244;4169;x
kavali;indian_coast49;11339;4164;x
hubek;manila_bay;13170;4152;x
awastara;pahara_lagoon;3904;4135;x
al_shihr;sharmah_cape;9961;4164;x
hudaida;yemenite_coast;9645;4164;x
iguanacaera;martinique_passage;4920;4159;x
karwar;indian_coast21;11064;4165;x
bong_son;hoc_mo_cape;12658;4152;x
edd;coast_danakil;9582;4132;x
tondo;manila_bay;13191;4160;x
portudal;cape_verd;6909;4152;x
al_mukalla;al_kalb_cape;9923;4141;x
tavoy;moscos_islands;12154;4124;x
al_ghulayfiqah;yemenite_coast;9648;4149;x
honnavara;indian_coast22;11077;4140;x
maynila;manila_bay;13186;4138;x
nellore;indian_coast49;11342;4143;x
pakil;lamon_bay;13240;4130;x
kakol_kiej;kakol_kiej_coast;3514;4129;x
binawangan;lamon_bay;13260;4134;x
zabid;zuqar_island;9641;4115;x
joal;petit_cote;6924;4127;x
gudur;indian_coast49;11340;4129;x
vijaya;hoc_mo_cape;12664;4123;x
birali;al_kalb_cape;9909;4122;x
daet;ragay_gulf;13282;4102;x
north_andaman;austen_harbour;11922;4064;x
bhatkal;indian_coast22;11082;4119;x
hewanorra;saint_lucia_channel;4911;4116;x
vidak;lagonay_gulf;13346;4095;x
naga_bikol;san_miguel_bay;13315;4117;x
itzcuintlan;itzcuintlan_coast;3552;4114;x
balhaf;al_ushaydah_cape;9871;4118;x
kalilayan;lamon_bay;13248;4118;x
durgarazpatnam;indian_coast65;11346;4108;x
albreda;gambia_river_mouth;6939;4088;x
kumintang;tayabas_bay;13197;4104;x
tayabas;tayabas_bay;13224;4111;x
guazacapan;itzcuintlan_coast;3577;4110;x
hays;zuqar_island;9659;4107;x
karawala;wounta_lagoon;3888;4082;x
mamburao;mindoro_strait;13178;4075;x
thayetchaung;northern_mergui_archipelago;12169;4090;x
ahwar;abyan_coast;9832;4094;x
mulanay;ragay_gulf;13265;4087;x
itzalku;cobanos_coast;3600;4097;x
bayul;zuqar_island;9619;4090;x
ha_va_nguon;thi_nai_lagoon;12668;4088;x
guahan;pago_bay;14283;4087;x
udupi;indian_coast23;11090;4084;x
al_mukha;zuqar_island;9659;4089;x
pazhaverkadu;indian_coast65;11349;4086;x
malindig;tayabas_bay;13235;4086;x
sawangan;lagonay_gulf;13334;4081;x
chalchuapa;cobanos_coast;3617;4090;x
ayodhya;bight_ayodhya;12264;4090;x
kalapang;tayabas_bay;13205;4088;x
sine_ngayene;gambia_river_mouth;6979;4090;x
dong_lakhon;bight_ayodhya;12280;4090;x
kuskatan;cobanos_coast;3629;4088;x
gambia;gambia_river_mouth;6925;4079;x
nacaome;fonseca_bay;3700;4083;x
tankular;gambia_river_mouth;6979;4090;x
chaisri;bight_ayodhya;12248;4087;x
juffure;gambia_river_mouth;6954;4087;x
queiquin;fonseca_bay;3692;4076;x
shuqra;saylan_cape;9784;4085;x
phanat;bight_ayodhya;12284;4083;x
bintang;gambia_river_mouth;6949;4082;x
youloumain;the_grenadines;4907;4066;x
ratchaburi;bight_ayodhya;12244;4082;x
choluteca;fonseca_bay;3710;4073;x
ichirouganaim;barbados_coast;4984;4077;x
nonualco;jiquilisco_bay;3644;4080;x
zinjibar;saylan_cape;9762;4071;x
phetchaburi;bight_ayodhya;12246;4062;x
usulutan;jiquilisco_bay;3659;4075;x
rayong;bight_ayodhya;12282;4062;x
mergui;central_mergui_archipelago;12164;4006;x
assab;bab_el_mandeb;9645;4057;x
madras;indian_coast48;11345;4053;x
aryaru;thi_nai_lagoon;12672;4063;x
basud;tayabas_bay;13223;4062;x
matandang_nayon;san_bernandino_strait;13315;4044;x
ibalong;san_bernandino_strait;13327;4053;x
tezoatega;fonseca_bay;3709;4051;x
mangalore;indian_coast23;11094;4064;x
adan;marshaq_cape;9737;4052;x
al_mandab;bab_el_mandeb;9669;4050;x
guaxenicos;fonseca_bay;3714;4063;x
parpagoha;sibuyan_sea;13263;4031;x
diaboudior;gambia_river_mouth;6925;4052;x
kukra;pearl_lagoon;3883;4030;x
mangarin;tablas_bay;13214;4013;x
al_mafalis;marshaq_cape;9719;4051;x
kauthara;van_phong_bay;12664;4022;x
kasaragod;indian_coast24;11104;4033;x
rahayta;bab_el_mandeb;9660;4041;x
qulensya;abdalkuri_coast;10125;4047;x
hadibu;shuub_cape;10158;4028;x
muang_khuan_kra_buri;koh_chang_island;12327;4042;x
catarman;san_bernandino_strait;13346;4032;x
makarato;gamay_bay;13401;4025;x
arubeira;aruba_coast;4508;4041;x
al_arah;bab_el_mandeb;9696;4041;x
casamance;cape_skiring;6933;4025;x
masbate;visayan_sea;13320;4009;x
kamahuya;grenada_coast;4883;4022;x
mueng_thung_yai;koh_chang_island;12351;4017;x
ichitki;manaure_bay;4416;4021;x
sutiapan;poneloya_coast;3730;4027;x
maduranthakam;indian_coast48;11338;4029;x
curacaute;cumarebo_coast;4547;4018;x
obock;gulf_tadjoura;9666;4007;x
muang_na_rang;prachuap_bay;12229;3983;x
buriari;bonaire_coast;4585;4024;x
busuanga;cuyo_west_passage;13158;3997;x
south_andaman;woodmason_bay;11911;3979;x
nagarando;poneloya_coast;3742;4013;x
cacheu;geba_estuary;6960;4003;x
tinago;samar_sea;13368;4004;x
paraguana;cosinetas_bay;4495;3994;x
pondicherry;indian_coast47;11328;4010;x
kannur;indian_coast25;11118;4004;x
koh_kong;koh_kong_island;12375;3986;x
bissau;geba_estuary;6981;3999;x
bafata;geba_estuary;7007;4007;x
alula;guardafui_channel;10026;3995;x
rio_grande;geba_estuary;6989;3984;x
aklan;tablas_bay;13242;3994;x
borongan;matarinao_bay;13406;3981;x
tadjoura;gulf_tadjoura;9640;3993;x
diria;poneloya_coast;3753;3995;x
parangipettai;indian_coast47;11323;3987;x
mairete;samar_sea;13353;3982;x
suchiimma;camarones_mouth;4374;3987;x
thalassery;indian_coast25;11130;3987;x
kawthaung;southern_mergui_archipelago;12166;3939;x
basey;samar_sea;13376;3986;x
bikini_atoll;bikini_coast_1;15216;3983;x
panduranga;van_phong_bay;12658;3983;x
enewetak_atoll;enewetak_coast;15081;3985;x
ulwas;monkey_point;3883;3985;x
qandala;aantaara_point;9967;3983;x
ali_sabieh;gulf_tadjoura;9646;3987;x
batan;visayan_sea;13292;3983;x
coro;cosinetas_bay;4502;3979;x
bissagos;geba_estuary;6961;3975;x
rama;monkey_point;3879;3981;x
cuauhcapolca;papagayo_bay;3777;3971;x
rongelap_atoll;rongelap_coast;15276;3978;x
malandog;panay_gulf;13239;3940;x
tucanca;tucanca_coast;4567;3972;x
zeila;gulf_tadjoura;9672;3968;x
bargaal;guardafui_channel;10018;3969;x
bosaso;aantaara_point;9942;3974;x
rongerik_atoll;rongelap_coast;15312;3979;x
kozhikode;indian_coast26;11140;3964;x
taytay;cuyo_west_passage;13140;3953;x
kankabatok;leyte_gulf;13384;3953;x
taka_atoll;bikar_coast_1;15416;3969;x
alubera;tobago_coast;4934;3973;x
karaikal;indian_coast46;11328;3957;x
chayrama;santa_maria_bay;4312;3958;x
araut;visayan_sea;13292;3960;x
el_ayum;cape_cadcadde;9907;3972;x
yaharo;camarones_mouth;4344;3969;x
capatarida;cabimas_coast;4450;3955;x
kampong_saom;bay_kampong_son;12398;3945;x
kangdaya;bohol_strait;13351;3938;x
las_khorey;cape_cadcadde;9883;3962;x
maydh;cape_surud;9845;3962;x
camp_po_thit;phan_thiet_bay;12624;3951;x
paraguachoa;margarita_island;4776;3956;x
rio_nunez;rio_nunez_mouth;7012;3950;x
kavaratti_atoll;amini_coast;10990;3940;x
chumphon;chumphon_bay;12212;3930;x
orosi;papagayo_bay;3786;3950;x
ponnani;indian_coast26;11144;3948;x
mocana;galerazamba_coast;4275;3951;x
kamach;santa_maria_bay;4300;3949;x
bago_negros;visayan_sea;13304;3952;x
marakaaya;cabimas_coast;4430;3940;x
uxarraci;tortuguero_coast;3891;3927;x
ruguda;khansiir_cape;9805;3937;x
ras_hafun;cape_hafun;10022;3930;x
el_darad;khansiir_cape;9779;3945;x
cairiani;paria_gulf;4887;3912;x
el_sheikh;coast_adal;9697;3933;x
cabimas;maracaibo_lake;4447;3900;x
limasawa;leyte_gulf;13412;3906;x
nagapattinam;indian_coast46;11328;3930;x
pangasugan;leyte_gulf;13381;3917;x
bal_cattinon;ganh_rai_bay;12595;3931;x
karu_pana;paria_gulf;4854;3927;x
boke;cape_verga;7037;3909;x
irong_irong;panay_gulf;13266;3930;x
siyara;coast_adal;9752;3932;x
calamari;cartagena_bay;4254;3922;x
araya;araya_point;4775;3929;x
thrissur;indian_coast26;11150;3928;x
yaracuy;triste_gulf;4585;3932;x
caracas;caracas_coast;4657;3934;x
nekokiaw;blanco_cape;3796;3890;x
peam;rach_gia_bay;12430;3915;x
babuyan;treacherous_bay;13098;3906;x
singhapala;tanon_strait;13306;3890;x
nirgua;triste_gulf;4588;3927;x
aragua;triste_gulf;4607;3927;x
binalbagan;panay_gulf;13281;3913;x
turuepano;paria_gulf;4843;3911;x
ailuk_atoll;taka_coast_1;15422;3919;x
cumana;araya_point;4766;3922;x
berbera;coast_adal;9725;3921;x
chan_bo;ganh_rai_bay;12565;3920;x
kodungallur;indian_coast27;11155;3914;x
kampong_roessei;ganh_rai_bay;12553;3903;x
pattukkottai;indian_coast35;11303;3912;x
tariaca;tortuguero_coast;3906;3903;x
prasong;bandon_bay;12206;3890;x
or_keo;rach_gia_bay;12463;3904;x
perija;maracaibo_lake;4413;3894;x
garabito;nicoya_gulf;3827;3897;x
cumanagoto;araya_point;4736;3904;x
kochi;indian_coast27;11159;3900;x
talibon;bohol_strait;13347;3908;x
bool;bohol_sea;13326;3871;x
rio_pongo;cape_verga;7054;3895;x
ko_samui;bandon_bay;12242;3881;x
thondi;indian_coast35;11293;3888;x
ulithi_atoll;soliep_coast;14056;3891;x
tucupita;paria_gulf;4868;3896;x
likiep_atoll;likiep_coast;15382;3894;x
kramuon_sa;rach_gia_bay;12468;3891;x
ilog;tolong_bay;13266;3872;x
kraburi;kra_buri;12173;3879;x
one;morrosquillo_gulf;4247;3886;x
bandarbeyla;cape_machar;10006;3872;x
kabeka;caribaro_bay;3918;3887;x
tanjay;tanon_strait;13298;3879;x
prakkad;indian_coast27;11163;3879;x
iles_de_los;sangareya_bay;7071;3872;x
jaffna;indian_coast34;11337;3872;x
surigao;leyte_gulf;13409;3880;x
phsar_dek;north_mekong_delta;12540;3873;x
pacaca;nicoya_gulf;3841;3872;x
aborlan;treacherous_bay;13070;3869;x
dererri;caribaro_bay;3928;3879;x
yap;gagil_coast;13975;3876;x
chuchures;limon_bay;4054;3864;x
sinu;morrosquillo_gulf;4235;3866;x
jauregui;maracaibo_lake;4419;3869;x
cabadbaran;butuan_bay;13401;3861;x
pocorosa;guna_yala_coast;4125;3862;x
wotje_atoll;wotje_coast_1;15432;3873;x
terbi;caribaro_bay;3943;3866;x
toek_khmau;u_minh_coast;12460;3848;x
ramesvaram;indian_coast32;11291;3855;x
chaiya;bandon_bay;12210;3862;x
arapuey;maracaibo_lake;4451;3857;x
orinucu;grande_mouth;4922;3838;x
quepos;nicoya_gulf;3863;3862;x
mullaitivu;indian_coast44;11371;3858;x
srok_khleang;north_mekong_delta;12523;3860;x
kwajalein_atoll;wotje_coast_2;15327;3848;x
cantilan;cauit_point;13436;3854;x
caribaro;caribaro_bay;3954;3850;x
yukpa;maracaibo_lake;4426;3854;x
sichon;talumpuk_cape;12241;3839;x
kollam;indian_coast28;11174;3839;x
erikub_atoll;wotje_coast_2;15426;3847;x
boruca;coronado_bay;3883;3842;x
scarcies;sangareya_bay;7084;3847;x
pouthi_loeu;south_mekong_delta;12489;3839;x
hingoog;butuan_bay;13381;3840;x
car_nicobar;inner_nicobar_channel;11932;3806;x
takua_pa;kra_buri;12163;3836;x
ujae_atoll;lae_coast;15237;3844;x
tha_tong;bandon_bay;12216;3855;x
cubiga;calovebora_coast;4022;3847;x
vembar;indian_coast32;11268;3848;x
mahatittha;indian_coast33;11328;3834;x
balabak;balabac_strait;13037;3813;x
careta;darien_gulf;4156;3835;x
upper_sinu;darien_gulf;4212;3836;x
chama_venezuela;maracaibo_lake;4433;3846;x
thoothukudi;indian_coast32;11253;3840;x
butuan;butuan_bay;13401;3843;x
panama;panama_gulf;4067;3835;x
chepo;panama_gulf;4100;3833;x
veragua;calovebora_coast;3994;3832;x
trincomalee;indian_coast43;11392;3817;x
maloelap_atoll;aur_coast;15474;3820;x
langan;lianga_bay;13438;3819;x
bunce_island;yawri_bay;7088;3822;x
